CSGroup,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,SC group,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category (group) 2,Sub-Category (group) 3,Sub-Category (group) 4,Sub-Category (group) 5,Sub-Category (group) 6,Sub-Category (group),Sub-Category
A&B,9.0,Office Supplies,Carrollton,United States,Aimee Bixby,20.0,1,2018-11-19,CA-2018-158876,75007.0,Boston,"Boston School Pro Electric Pencil Sharpener, 1670",9.0,4,Central,"Accessories, Appliances, Art",99.0,Consumer,2018-11-21,Second Class,Texas,Less Profit,Profits,Profits,Art,Art,Rest,Art
CEF,31.0,Office Supplies,Chicago,United States,Helen Andreada,20.0,1,2018-09-11,CA-2018-117044,60623.0,Acco,Acco Hot Clips Clips to Go,3.0,4,Central,"Binders, Bookcases, Chairs and 3 more",11.0,Consumer,2018-09-13,Second Class,Illinois,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
CEF,33.0,Office Supplies,Dallas,United States,Jill Fjeld,20.0,1,2017-08-08,CA-2017-121034,75081.0,Other,OIC Bulk Pack Metal Binder Clips,4.0,4,Central,"Binders, Bookcases, Chairs and 3 more",11.0,Consumer,2017-08-10,Second Class,Texas,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
CEF,31.0,Office Supplies,Houston,United States,Chuck Magee,20.0,1,2017-10-20,CA-2017-133697,77095.0,Other,Staples,8.0,4,Central,"Binders, Bookcases, Chairs and 3 more",25.0,Consumer,2017-10-24,Second Class,Texas,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
Rest,31.0,Office Supplies,Carrollton,United States,Aimee Bixby,20.0,1,2018-11-19,CA-2018-158876,75007.0,Xerox,Xerox 1901,5.0,4,Central,Paper,17.0,Consumer,2018-11-21,Second Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,10.0,Office Supplies,Waco,United States,Cassandra Brandow,20.0,1,2018-02-05,CA-2018-131282,76706.0,Staples in misc. colors,Staples in misc. colors,1.0,5,Central,"Accessories, Appliances, Art",7.0,Consumer,2018-02-08,Second Class,Texas,Less Profit,Profits,Profits,Art,Art,Rest,Art
Rest,35.0,Office Supplies,Houston,United States,Sam Craven,20.0,1,2015-04-02,US-2015-157847,77095.0,Xerox,Xerox 1898,9.0,5,Central,Paper,27.0,Consumer,2015-04-06,Second Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,Irving,United States,John Stevenson,20.0,1,2017-07-14,CA-2017-115483,75061.0,Xerox,Xerox 1914,80.0,5,Central,Paper,220.0,Consumer,2017-07-18,Second Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,9.0,Office Supplies,Dallas,United States,Neola Schneider,20.0,1,2017-11-24,CA-2017-128531,75217.0,Sterilite,Sterilite Officeware Hinged File Box,4.0,5,Central,Storage,42.0,Consumer,2017-11-26,Second Class,Texas,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,13.0,Office Supplies,Houston,United States,Seth Vernon,20.0,1,2015-04-20,CA-2015-134572,77070.0,Other,"Personal Folder Holder, Ebony",6.0,5,Central,Storage,45.0,Consumer,2015-04-22,Second Class,Texas,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,8.0,Office Supplies,Chicago,United States,Greg Hansen,20.0,1,2016-11-17,CA-2016-163090,60610.0,Acme,Acme Box Cutter Scissors,3.0,5,Central,Supplies,41.0,Consumer,2016-11-21,Second Class,Illinois,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
CEF,38.0,Office Supplies,Houston,United States,Katherine Hughes,20.0,1,2015-05-21,CA-2015-127166,77070.0,Staple envelope,Staple envelope,21.0,6,Central,"Binders, Bookcases, Chairs and 3 more",56.0,Consumer,2015-05-23,Second Class,Texas,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,31.0,Office Supplies,Chicago,United States,Helen Andreada,20.0,1,2018-09-11,CA-2018-117044,60623.0,Xerox,Xerox 1927,6.0,6,Central,Paper,21.0,Consumer,2018-09-13,Second Class,Illinois,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,9.0,Office Supplies,League City,United States,Maria Bertelson,20.0,1,2018-10-09,CA-2018-163125,77573.0,Bulldog,Bulldog Vacuum Base Pencil Sharpener,6.0,7,Central,"Accessories, Appliances, Art",67.0,Consumer,2018-10-11,Second Class,Texas,Less Profit,Profits,Profits,Art,Art,Rest,Art
Rest,31.0,Office Supplies,Houston,United States,Chuck Magee,20.0,1,2017-10-20,CA-2017-133697,77095.0,Other,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",16.0,7,Central,Paper,51.0,Consumer,2017-10-24,Second Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,31.0,Office Supplies,Houston,United States,Sam Craven,20.0,1,2015-04-02,US-2015-157847,77095.0,Xerox,Xerox 1947,10.0,7,Central,Paper,33.0,Consumer,2015-04-06,Second Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,College Station,United States,Michael Moore,20.0,1,2018-12-23,CA-2018-121216,77840.0,Adams,Spiral Phone Message Books with Labels by Adams,10.0,8,Central,Paper,29.0,Consumer,2018-12-25,Second Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,Chicago,United States,Max Engle,20.0,1,2015-07-12,CA-2015-124807,60610.0,Xerox,Xerox 1949,13.0,9,Central,Paper,36.0,Consumer,2015-07-15,Second Class,Illinois,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,-165.0,Office Supplies,Dallas,United States,Cari Schnelling,80.0,1,2016-10-19,CA-2016-150413,75220.0,Avery,Avery Printable Repositionable Plastic Tabs,-3.0,1,Central,"Binders, Bookcases, Chairs and 3 more",2.0,Consumer,2016-10-24,Second Class,Texas,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-250.0,Office Supplies,El Paso,United States,Trudy Schmidt,80.0,1,2018-01-02,CA-2018-147207,79907.0,Hoover,Hoover Commercial SteamVac,-14.0,2,Central,"Accessories, Appliances, Art",5.0,Consumer,2018-01-04,Second Class,Texas,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,-155.0,Office Supplies,Chicago,United States,Rob Lucas,80.0,1,2016-07-12,CA-2016-126557,60610.0,Other,Tuff Stuff Recycled Round Ring Binders,-3.0,2,Central,"Binders, Bookcases, Chairs and 3 more",2.0,Consumer,2016-07-17,Second Class,Illinois,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-150.0,Office Supplies,Chicago,United States,Maribeth Schnelling,80.0,1,2016-03-05,CA-2016-140221,60653.0,Other,"Performers Binder/Pad Holder, Black",-17.0,2,Central,"Binders, Bookcases, Chairs and 3 more",11.0,Consumer,2016-03-09,Second Class,Illinois,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-165.0,Office Supplies,Romeoville,United States,Delfina Latchford,80.0,1,2015-02-06,CA-2015-108182,60441.0,Avery,"Avery Flip-Chart Easel Binder, Black",-15.0,2,Central,"Binders, Bookcases, Chairs and 3 more",9.0,Consumer,2015-02-10,Second Class,Illinois,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-170.0,Office Supplies,Houston,United States,Katherine Hughes,80.0,1,2015-05-21,CA-2015-127166,77070.0,Ibico,Ibico Plastic Spiral Binding Combs,-31.0,3,Central,"Binders, Bookcases, Chairs and 3 more",18.0,Consumer,2015-05-23,Second Class,Texas,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-175.0,Office Supplies,San Antonio,United States,Darrin Martin,80.0,1,2018-10-23,US-2018-105389,78207.0,Storex,Storex Dura Pro Binders,-6.0,3,Central,"Binders, Bookcases, Chairs and 3 more",4.0,Consumer,2018-10-28,Second Class,Texas,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-265.0,Office Supplies,San Angelo,United States,John Murray,80.0,1,2017-12-01,CA-2017-130393,76903.0,Acco,Acco 6 Outlet Guardian Premium Surge Suppressor,-31.0,4,Central,"Accessories, Appliances, Art",12.0,Consumer,2017-12-03,Second Class,Texas,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,-175.0,Office Supplies,Waco,United States,Cassandra Brandow,80.0,1,2018-02-05,CA-2018-131282,76706.0,Ibico,Ibico Hi-Tech Manual Binding System,-427.0,4,Central,"Binders, Bookcases, Chairs and 3 more",244.0,Consumer,2018-02-08,Second Class,Texas,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-260.0,Office Supplies,Chicago,United States,Maribeth Schnelling,80.0,1,2016-03-05,CA-2016-140221,60653.0,Avanti,Avanti 4.4 Cu. Ft. Refrigerator,-471.0,5,Central,"Accessories, Appliances, Art",181.0,Consumer,2016-03-09,Second Class,Illinois,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,-260.0,Office Supplies,Houston,United States,Joy Smith,80.0,1,2018-12-02,US-2018-147221,77036.0,Other,3.6 Cubic Foot Counter Height Office Refrigerator,-766.0,5,Central,"Accessories, Appliances, Art",295.0,Consumer,2018-12-04,Second Class,Texas,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,-160.0,Office Supplies,Beaumont,United States,Tracy Blumstein,80.0,1,2015-10-17,CA-2015-124394,77705.0,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-17.0,5,Central,"Binders, Bookcases, Chairs and 3 more",11.0,Consumer,2015-10-22,Second Class,Texas,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-155.0,Office Supplies,Houston,United States,Pete Takahito,80.0,1,2015-09-12,US-2015-150924,77070.0,Wilson Jones,Wilson Jones Impact Binders,-8.0,5,Central,"Binders, Bookcases, Chairs and 3 more",5.0,Consumer,2015-09-16,Second Class,Texas,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-150.0,Office Supplies,Houston,United States,Toby Carlisle,80.0,1,2018-11-14,CA-2018-142489,77095.0,Wilson Jones,Wilson Jones Legal Size Ring Binders,-33.0,5,Central,"Binders, Bookcases, Chairs and 3 more",22.0,Consumer,2018-11-16,Second Class,Texas,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-170.0,Office Supplies,Naperville,United States,Vivek Sundaresam,80.0,1,2016-05-24,US-2016-165512,60540.0,Avery,Avery Heavy-Duty EZD View Binder with Locking Rings,-13.0,6,Central,"Binders, Bookcases, Chairs and 3 more",8.0,Consumer,2016-05-26,Second Class,Illinois,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-255.0,Office Supplies,College Station,United States,Michael Moore,80.0,1,2018-12-23,CA-2018-121216,77840.0,Acco,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,-75.0,8,Central,"Accessories, Appliances, Art",29.0,Consumer,2018-12-25,Second Class,Texas,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,-170.0,Office Supplies,Chicago,United States,Emily Grady,80.0,1,2018-03-31,CA-2018-114524,60623.0,Other,"SlimView Poly Binder, 3/8""",-23.0,13,Central,"Binders, Bookcases, Chairs and 3 more",13.0,Consumer,2018-04-05,Second Class,Illinois,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,49.0,Office Supplies,Rockville,United States,Sheri Gordon,0.0,1,2016-10-02,CA-2016-140375,20852.0,GBC,GBC Plastic Binding Combs,4.0,1,East,"Binders, Bookcases, Chairs and 3 more",7.0,Consumer,2016-10-05,Second Class,Maryland,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
Rest,47.0,Office Supplies,New York City,United States,Denny Blanton,0.0,1,2018-03-17,CA-2018-140949,10011.0,Avery,Avery 486,3.0,1,East,Labels,7.0,Consumer,2018-03-22,Second Class,New York,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,49.0,Office Supplies,Everett,United States,Sandra Flanagan,0.0,1,2018-11-01,CA-2018-104136,2149.0,Xerox,Xerox 1893,20.0,1,East,Paper,41.0,Consumer,2018-11-04,Second Class,Massachusetts,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,46.0,Office Supplies,New York City,United States,Roland Murray,0.0,1,2018-03-06,CA-2018-168193,10011.0,Xerox,Xerox 1883,12.0,1,East,Paper,26.0,Consumer,2018-03-11,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,26.0,Office Supplies,Meriden,United States,Ted Butterfield,0.0,1,2018-09-02,CA-2018-145037,6450.0,Other,Crate-A-Files,3.0,1,East,Storage,11.0,Consumer,2018-09-07,Second Class,Connecticut,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
A&B,29.0,Office Supplies,Lawrence,United States,Denny Blanton,0.0,1,2016-08-08,CA-2016-129322,1841.0,Other,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",33.0,2,East,"Accessories, Appliances, Art",114.0,Consumer,2016-08-10,Second Class,Massachusetts,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,26.0,Office Supplies,Paterson,United States,Becky Pak,0.0,1,2017-06-28,CA-2017-154767,7501.0,Other,Disposable Triple-Filter Dust Bags,2.0,2,East,"Accessories, Appliances, Art",9.0,Consumer,2017-06-30,Second Class,New Jersey,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,40.0,Office Supplies,Everett,United States,Carl Ludwig,0.0,1,2018-09-15,CA-2018-121888,2149.0,Avery,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",7.0,2,East,"Accessories, Appliances, Art",16.0,Consumer,2018-09-17,Second Class,Massachusetts,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,30.0,Office Supplies,Lawrence,United States,Denny Blanton,0.0,1,2016-08-08,CA-2016-129322,1841.0,Boston,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",12.0,2,East,"Accessories, Appliances, Art",40.0,Consumer,2016-08-10,Second Class,Massachusetts,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,26.0,Office Supplies,Buffalo,United States,Kean Thornton,0.0,1,2016-10-31,CA-2016-132570,14215.0,Other,Design Ebony Sketching Pencil,1.0,2,East,"Accessories, Appliances, Art",3.0,Consumer,2016-11-02,Second Class,New York,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,29.0,Office Supplies,New York City,United States,Michelle Moray,0.0,1,2018-07-15,CA-2018-164378,10024.0,Newell,Newell 349,2.0,2,East,"Accessories, Appliances, Art",7.0,Consumer,2018-07-18,Second Class,New York,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,46.0,Office Supplies,Baltimore,United States,Herbert Flentye,0.0,1,2017-09-03,US-2017-147711,21215.0,Acco,Acco Expandable Hanging Binders,6.0,2,East,"Binders, Bookcases, Chairs and 3 more",13.0,Consumer,2017-09-08,Second Class,Maryland,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,47.0,Office Supplies,Paterson,United States,Becky Pak,0.0,1,2017-06-28,CA-2017-154767,7501.0,Ibico,Ibico Presentation Index for Binding Systems,4.0,2,East,"Binders, Bookcases, Chairs and 3 more",8.0,Consumer,2017-06-30,Second Class,New Jersey,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,46.0,Office Supplies,Cranston,United States,Anne McFarland,0.0,1,2015-10-31,CA-2015-145387,2920.0,GBC,GBC Recycled VeloBinder Covers,16.0,2,East,"Binders, Bookcases, Chairs and 3 more",34.0,Consumer,2015-11-02,Second Class,Rhode Island,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
CEF,47.0,Office Supplies,Wilmington,United States,Pierre Wener,0.0,1,2016-11-23,CA-2016-144274,19805.0,Staple envelope,Staple envelope,8.0,2,East,"Binders, Bookcases, Chairs and 3 more",17.0,Consumer,2016-11-25,Second Class,Delaware,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,45.0,Office Supplies,Buffalo,United States,Kean Thornton,0.0,1,2016-10-31,CA-2016-132570,14215.0,Other,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",36.0,2,East,"Binders, Bookcases, Chairs and 3 more",80.0,Consumer,2016-11-02,Second Class,New York,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,48.0,Office Supplies,Vineland,United States,Cynthia Arntzen,0.0,1,2018-05-12,CA-2018-122175,8360.0,Smead,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,3.0,2,East,Labels,6.0,Consumer,2018-05-14,Second Class,New Jersey,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,45.0,Office Supplies,Paterson,United States,Becky Pak,0.0,1,2017-06-28,CA-2017-154767,7501.0,Xerox,Xerox 1960,28.0,2,East,Paper,62.0,Consumer,2017-06-30,Second Class,New Jersey,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,49.0,Office Supplies,New York City,United States,Brian Derr,0.0,1,2016-12-05,CA-2016-110814,10009.0,Xerox,Xerox 188,11.0,2,East,Paper,23.0,Consumer,2016-12-09,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,49.0,Office Supplies,New York City,United States,Lisa DeCherney,0.0,1,2015-09-29,CA-2015-124856,10011.0,Other,White Computer Printout Paper by Universal,38.0,2,East,Paper,78.0,Consumer,2015-10-03,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,New York City,United States,Christina DeMoss,0.0,1,2018-11-05,CA-2018-102925,10024.0,Other,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",53.0,2,East,Paper,111.0,Consumer,2018-11-10,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,New York City,United States,Christina DeMoss,0.0,1,2018-11-05,CA-2018-102925,10024.0,Xerox,Xerox 202,6.0,2,East,Paper,13.0,Consumer,2018-11-10,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,49.0,Office Supplies,New York City,United States,Michelle Moray,0.0,1,2018-07-15,CA-2018-164378,10024.0,Adams,Spiral Phone Message Books with Labels by Adams,4.0,2,East,Paper,9.0,Consumer,2018-07-18,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,47.0,Office Supplies,New York City,United States,Natalie DeCherney,0.0,1,2016-07-13,CA-2016-114069,10035.0,Easy-staple paper,Easy-staple paper,5.0,2,East,Paper,10.0,Consumer,2016-07-15,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,47.0,Office Supplies,Yonkers,United States,Aimee Bixby,0.0,1,2015-03-05,CA-2015-169061,10701.0,Xerox,Xerox 1891,46.0,2,East,Paper,98.0,Consumer,2015-03-08,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,47.0,Office Supplies,Cranston,United States,Anne McFarland,0.0,1,2015-10-31,CA-2015-145387,2920.0,Other,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",5.0,2,East,Paper,10.0,Consumer,2015-11-02,Second Class,Rhode Island,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,26.0,Office Supplies,Rochester,United States,Hunter Lopez,0.0,1,2018-10-03,CA-2018-134607,14609.0,Other,X-Rack File for Hanging Folders,6.0,2,East,Storage,23.0,Consumer,2018-10-08,Second Class,New York,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,26.0,Office Supplies,Vineland,United States,Cynthia Arntzen,0.0,1,2018-05-12,CA-2018-122175,8360.0,Acme,Acme Titanium Bonded Scissors,4.0,2,East,Supplies,17.0,Consumer,2018-05-14,Second Class,New Jersey,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
Rest,29.0,Office Supplies,Yonkers,United States,Aimee Bixby,0.0,1,2015-03-05,CA-2015-169061,10701.0,Acme,Acme Forged Steel Scissors with Black Enamel Handles,5.0,2,East,Supplies,19.0,Consumer,2015-03-08,Second Class,New York,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
A&B,33.0,Office Supplies,Franklin,United States,Eva Jacobs,0.0,1,2017-12-01,CA-2017-142594,2038.0,Honeywell,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,298.0,3,East,"Accessories, Appliances, Art",902.0,Consumer,2017-12-06,Second Class,Massachusetts,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,25.0,Office Supplies,Morristown,United States,Annie Thurman,0.0,1,2016-11-23,CA-2016-123113,7960.0,Newell,Newell 315,4.0,3,East,"Accessories, Appliances, Art",18.0,Consumer,2016-11-27,Second Class,New Jersey,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,42.0,Office Supplies,New York City,United States,Denise Leinenbach,0.0,1,2017-10-28,CA-2017-125815,10009.0,BIC,BIC Brite Liner Highlighters,5.0,3,East,"Accessories, Appliances, Art",12.0,Consumer,2017-11-01,Second Class,New York,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,29.0,Office Supplies,New York City,United States,Resi Pölking,0.0,1,2018-11-27,CA-2018-103352,10011.0,Other,American Pencil,2.0,3,East,"Accessories, Appliances, Art",7.0,Consumer,2018-11-30,Second Class,New York,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,29.0,Office Supplies,New York City,United States,Zuschuss Carroll,0.0,1,2018-05-11,CA-2018-115322,10024.0,Panasonic,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,13.0,3,East,"Accessories, Appliances, Art",44.0,Consumer,2018-05-16,Second Class,New York,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,26.0,Office Supplies,Yonkers,United States,Aimee Bixby,0.0,1,2015-03-05,CA-2015-169061,10701.0,Newell,Newell 345,15.0,3,East,"Accessories, Appliances, Art",60.0,Consumer,2015-03-08,Second Class,New York,Less Profit,Profits,Profits,Art,Art,Rest,Art
CEF,49.0,Office Supplies,New York City,United States,John Huston,0.0,1,2016-03-28,CA-2016-133536,10009.0,Other,Security-Tint Envelopes,11.0,3,East,"Binders, Bookcases, Chairs and 3 more",23.0,Consumer,2016-03-30,Second Class,New York,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,46.0,Office Supplies,New York City,United States,Clytie Kelty,0.0,1,2017-03-12,CA-2017-119683,10024.0,Staple envelope,Staple envelope,13.0,3,East,"Binders, Bookcases, Chairs and 3 more",29.0,Consumer,2017-03-16,Second Class,New York,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,49.0,Office Supplies,New York City,United States,Maribeth Schnelling,0.0,1,2016-12-04,CA-2016-130659,10035.0,Other,Wausau Papers Astrobrights Colored Envelopes,9.0,3,East,"Binders, Bookcases, Chairs and 3 more",18.0,Consumer,2016-12-09,Second Class,New York,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,46.0,Office Supplies,New York City,United States,Lisa DeCherney,0.0,1,2015-09-29,CA-2015-124856,10011.0,Avery,Avery 48,9.0,3,East,Labels,19.0,Consumer,2015-10-03,Second Class,New York,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,47.0,Office Supplies,New York City,United States,Bart Folk,0.0,1,2018-12-05,CA-2018-117128,10024.0,Avery,Avery 52,5.0,3,East,Labels,11.0,Consumer,2018-12-08,Second Class,New York,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,46.0,Office Supplies,New York City,United States,Michelle Moray,0.0,1,2018-07-15,CA-2018-164378,10024.0,Avery,Avery 509,4.0,3,East,Labels,8.0,Consumer,2018-07-18,Second Class,New York,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,47.0,Office Supplies,New York City,United States,Roland Fjeld,0.0,1,2016-04-18,US-2016-134271,10024.0,Avery,Avery 486,10.0,3,East,Labels,22.0,Consumer,2016-04-23,Second Class,New York,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,50.0,Office Supplies,Meriden,United States,Ted Butterfield,0.0,1,2018-09-02,CA-2018-145037,6450.0,Xerox,Xerox 1890,73.0,3,East,Paper,147.0,Consumer,2018-09-07,Second Class,Connecticut,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,49.0,Office Supplies,Baltimore,United States,Cindy Chapman,0.0,1,2018-09-30,CA-2018-144225,21215.0,Other,Green Bar Computer Printout Paper,81.0,3,East,Paper,165.0,Consumer,2018-10-02,Second Class,Maryland,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,Rockville,United States,Sheri Gordon,0.0,1,2016-10-02,CA-2016-140375,20852.0,Xerox,Xerox 202,9.0,3,East,Paper,19.0,Consumer,2016-10-05,Second Class,Maryland,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,49.0,Office Supplies,Quincy,United States,Ted Butterfield,0.0,1,2017-08-27,CA-2017-145982,2169.0,Xerox,Xerox 1919,60.0,3,East,Paper,123.0,Consumer,2017-09-01,Second Class,Massachusetts,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,New York City,United States,Delfina Latchford,0.0,1,2018-12-08,CA-2018-145226,10035.0,Xerox,Xerox 1996,9.0,3,East,Paper,19.0,Consumer,2018-12-10,Second Class,New York,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,26.0,Office Supplies,New York City,United States,Denny Blanton,0.0,1,2018-03-17,CA-2018-140949,10011.0,Tenex,"Tenex File Box, Personal Filing Tote with Lid, Black",12.0,3,East,Storage,47.0,Consumer,2018-03-22,Second Class,New York,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,27.0,Office Supplies,New York City,United States,Annie Zypern,0.0,1,2016-05-12,CA-2016-130876,10024.0,Other,Portable Personal File Box,10.0,3,East,Storage,37.0,Consumer,2016-05-16,Second Class,New York,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,1.0,Office Supplies,New York City,United States,Fred McMath,0.0,1,2017-06-17,CA-2017-145842,10024.0,Rogers,"Rogers Jumbo File, Granite",0.0,3,East,Storage,41.0,Consumer,2017-06-20,Second Class,New York,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,26.0,Office Supplies,New York City,United States,James Galang,0.0,1,2017-12-05,CA-2017-108434,10024.0,Other,"Dual Level, Single-Width Filing Carts",121.0,3,East,Storage,465.0,Consumer,2017-12-07,Second Class,New York,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,0.0,Office Supplies,New York City,United States,Delfina Latchford,0.0,1,2018-12-08,CA-2018-145226,10035.0,SAFCO,Safco Industrial Wire Shelving System,0.0,3,East,Storage,273.0,Consumer,2018-12-10,Second Class,New York,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
A&B,44.0,Office Supplies,Paterson,United States,Becky Pak,0.0,1,2017-06-28,CA-2017-154767,7501.0,Holmes,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",121.0,4,East,"Accessories, Appliances, Art",275.0,Consumer,2017-06-30,Second Class,New Jersey,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
